->apsoros|absoros
LS|inprecatio|inprĕcātĭo|ōnis|f.||an invoking of evil, imprecation|imprecatio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->imprensibilis|inprensibilis
LS|inprensibilis|inprensĭbĭlis|e||adj.|incomprehensible|imprensibilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impresse|inpresse
LS|inpresse|inpressē|||adv.||impresse|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impressio|inpressio
LS|inpressio|inpressĭo|ōnis|f.||a pressing into, an impressing, impression|impressio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|inpressio|inpressio_, inpressio_nis : f
WW||||
->impretiabilis|inpretiabilis
LS|inpretiabilis|inprĕtĭābĭlis|e||adj.|priceless, invaluable, inestim tble|impretiabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->imprincipaliter|inprincipaliter
LS|inprincipaliter|inprincĭpālĭter|||adv.|by preference, especially|imprincipaliter|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improbabilis|inprobabilis
LS|inprobabilis|inprŏbābĭlis|e||adj.|not deserving of approbation, objectionable, exceptionable, med., med., Adv.|improbabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improbatio|inprobatio
LS|inprobatio|inprŏbātĭo|ōnis|f.||disapprobation, blame|improbatio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improbator|inprobator
LS|inprobator|inprŏbātor|ōris|m.||a disapprover, condemner|improbator|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improbe|inprobe
LS|inprobe|inprŏbē|||adv.||improbe|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improbiter|inprobiter
LS|inprobiter|inprŏbĭter|||adv.||improbiter|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improbito|inprobito
LS|inprobito|inprŏbĭto|āvi, 1||v. freq. a.|to disapprove strongly, condemn|improbito|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improbulus|inprobulus
LS|inprobulus|inprŏbŭlus|a, um||adj. dim.|somewhat wicked|improbulus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improcerus|inprocerus
LS|inprocerus|inprōcērus|a, um||adj.|not tall, undersized|improcerus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improcreabilis|inprocreabilis
LS|inprocreabilis|inprōcrĕābĭlis|e||adj.|that cannot be procreated|improcreabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improfessus|inprofessus
LS|inprofessus|inprŏfessus|a, um||adj.|that has not professed, declared himself|improfessus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impromiscus|inpromiscus
LS|inpromiscus|inprōmiscŭs|a, um||adj.|unmixed, unmingled|impromiscus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->imprope|inprope
LS|inprope|inprŏpĕ|||adv.|near|imprope|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improperanter|inproperanter
LS|inproperanter|inprŏpĕranter|||adv.|gradually, by degrees|improperanter|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improperatus|inproperatus
LS|inproperatus|inprŏpĕrātus|a, um||adj.|not hastened, not hasty, lingering|improperatus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improperium|inproperium
LS|inproperium|inprŏpĕrĭum|ĭi|n.||a reproach, taunt|improperium|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improperus|inproperus
LS|inproperus|inprŏpĕrus|a, um||adj.|not hasting, slow|improperus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improprie|inproprie
LS|inproprie|inprō̆prĭē|||adv.||improprie|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improprietas|inproprietas
LS|inproprietas|inprō̆prĭĕtas|ātis|f.||impropriety, improper use|improprietas|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improprius|inproprius
LS|inproprius|inprō̆prĭus|a, um||adj.|not befitting, unsuitable, improper, Neutr., subst.|improprius|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impropugnatus|inpropugnatus
LS|inpropugnatus|inprōpugnātus|a, um||adj.|not defended, undefended|impropugnatus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improspectus|inprospectus
LS|inprospectus|inprospectus|a, um||adj.|not seen from afar, unseen, Adv.|improspectus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improtectus|inprotectus
LS|inprotectus|inprōtectus|a, um||adj.|uncovered, undefended, unprotected|improtectus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improvide|inprovide
LS|inprovide|inprōvĭdē|||adv.||improvide|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improvidentia|inprovidentia
LS|inprovidentia|inprōvĭdentĭa|ae|f.||want of foresight, improvidence|improvidentia|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->improvise|inprovise
LS|inprovise|inprōvīsē|||adv.||improvise|and 
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->imprudenter|inprudenter
LS|inprudenter|inprūdenter|||adv.||imprudens|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impubescens|inpubescens
LS|inpubescens|inpūbescens|entis||adj.|growing to maturity|impubescens|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impudice|inpudice
LS|inpudice|inpŭdīcē|||adv.||impudice|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impugnatio|inpugnatio
LS|inpugnatio|inpugnātĭo|ōnis|f.||an attack, assault|impugnatio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impugnator|inpugnator
LS|inpugnator|inpugnātor|ōris|m.||one who attacks, assails|impugnator|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impugnatus|inpugnatus
LS|inpugnatus|inpugnātus|a, um||adj.|not attacked, unassailed|impugnatus1|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impulsio|inpulsio
LS|inpulsio|inpulsĭo|ōnis|f.||a pushing against.|impulsio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impulsor|inpulsor
LS|inpulsor|inpulsor|ōris|m.||one who incites, instigates, an inciter, instigator|impulsor|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|inpulsor|inpulsor, inpulso_ris : m
WW||||
->impulstrix|inpulstrix
LS|inpulstrix|inpulstrix|īcis|f.||she who instigates|impulstrix|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impulvereus|inpulvereus
LS|inpulvereus|inpulvĕrĕus|a, um||adj.|without dust|impulvereus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impunctus|inpunctus
LS|inpunctus|inpunctus|a, um||adj.|without points, specks|impunctus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impunis|inpunis
LS|inpunis|inpūnis|e||adj.|without punishment, unpunished|impunis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||inpunis, inpunis||
->impunitas|inpunitas
LS|inpunitas|inpūnĭtas|ātis|f.||freedom, safety from punishment, impunity|impunitas|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|inpunitas|inpu_nita_s, inpu_nita_tis : f
WW||||
->impunite|inpunite
LS|inpunite|inpūnītē|||adv.||impunite|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impuratus|inpuratus
LS|inpuratus|inpūrātus|a, um||P. a.|morally defiled;, infamous, abominable, abandoned, vile|impuratus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impure|inpure
LS|inpure|inpūrē|||adv.||impure|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impurgabilis|inpurgabilis
LS|inpurgabilis|inpurgābĭlis|e||adj.|that cannot be cleansed;, inexcusable|impurgabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impuritas|inpuritas
LS|inpuritas|inpūrĭtas|ātis|f.||uncleanness, pollution, impurity|impuritas|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->impuritia|inpuritia
LS|inpuritia|inpūrĭtĭa|ae|f.||uncleanness, vileness, impurity|impuritia|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->imputatio|inputatio
LS|inputatio|inpŭtātĭo|ōnis|f.||an account, a charge, med.|imputatio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->imputativus|inputativus
LS|inputativus|inpŭtātīvus|a, um||adj.|charging;, imputative, accusatory|imputativus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->imputator|inputator
LS|inputator|inpŭtātor|ōris|m.||a reckoner|imputator|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->imputatus|inputatus
LS|inputatus|inpŭtātus|a, um||adj.|unpruned, untrimmed|imputatus1|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->imputresco|inputresco
LS|inputresco|inpŭtresco|trui, 3||v. inch. n.|to rot, putrefy in|imputresco|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->imputribilis|inputribilis
LS|inputribilis|inputrĭbĭlis|e||adj.|not liable to decay, incorruptible, Adv.|imputribilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||inputribilis, inputribilis||
->irradio|inradio
LS|inradio|inrădĭo|āre||v. a. and n.|to illumine, irradiate; to beam forth, cast forth rays|irradio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrado|inrado
LS|inrado|inrādo|3||v. a.|To scrape into|irrado|v. irrado.
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrasus|inrasus
LS|inrasus|inrāsus|a, um||adj.|unshaved, unpolished, not smooth|irrasus1|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrationabilis|inrationabilis
LS|inrationabilis|inrătĭōnābĭlis|e||adj.|without reason, irrational, proportional, harmonic, Subst.|irrationabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||inrationabilis, inrationabilis||
->irrationabilitas|inrationabilitas
LS|inrationabilitas|inrătĭōnābĭlĭtas|ātis|f.||irrationality|irrationabilitas|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrationalis|inrationalis
LS|inrationalis|inrătĭōnālis|e||adj.|without reason, irrational, Subst.|irrationalis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||inrationalis, inrationalis||
->irrecogitatio|inrecogitatio
LS|inrecogitatio|inrĕcōgĭtātĭo|ōnis|f.||inconsiderateness, thoughtlessness|irrecogitatio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrecordabilis|inrecordabilis
LS|inrecordabilis|inrĕcordābĭlis|e||adj.|not to be remembered|irrecordabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||inrecordabilis, inrecordabilis||
->irrecuperabilis|inrecuperabilis
LS|inrecuperabilis|inrĕcŭpĕrābĭlis|e||adj.|irrecoverable, irreparable, unalterable|irrecuperabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||inrecuperabilis, inrecuperabilis||
->irrecusabilis|inrecusabilis
LS|inrecusabilis|inrĕcūsābĭlis|e||adj.|not to be refused|irrecusabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||inrecusabilis, inrecusabilis||
->irredivivus|inredivivus
LS|inredivivus|inrĕdĭvīvus|a, um||adj.|irreparable, that cannot be restored|irredivivus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irredux|inredux
LS|inredux|inrĕdux|ŭcis||adj.|that does not bring back|irredux|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irreformabilis|inreformabilis
LS|inreformabilis|inrĕformābĭlis|e||adj.|unalterable|irreformabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||inreformabilis, inreformabilis||
->irrefragabilis|inrefragabilis
LS|inrefragabilis|inrĕfrāgābĭlis|e||adj.|irrefragable|irrefragabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||inrefragabilis, inrefragabilis||
->irrefutabilis|inrefutabilis
LS|inrefutabilis|inrĕfūtābĭlis|e||adj.|irrefutable|irrefutabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrefutatus|inrefutatus
LS|inrefutatus|inrĕfūtātus|a, um||adj.|unrefuted|irrefutatus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irregibilis|inregibilis
LS|inregibilis|inrĕgĭbĭlis|e||adj.|ungovernable, unmanageable, very large|irregibilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irregressibilis|inregressibilis
LS|inregressibilis|inregressĭbĭlis|e||adj.|from which there is no return|irregressibilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||inregressibilis, inregressibilis||
->irreligio|inreligio
LS|inreligio|inrĕlĭgĭo|ōnis|f.||impiety, irreligion|irreligio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irremediabilis|inremediabilis
LS|inremediabilis|inrĕmĕdĭābĭlis|e||adj.|incurable, irremediable, beyond cure|irremediabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||inremediabilis, inremediabilis||
->irremisse|inremisse
LS|inremisse|inrĕmissē|||adv.|unpardonably, inexorably|irremisse|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irremissibilis|inremissibilis
LS|inremissibilis|inrĕmissĭbĭlis|e||adj.|unpardonable, irremissible|irremissibilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||inremissibilis, inremissibilis||
->irremotus|inremotus
LS|inremotus|inrĕmōtus|a, um||adj.|unremoved|irremotus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irremunerabilis|inremunerabilis
LS|inremunerabilis|inrĕmūnĕrābĭlis|e||adj.|that cannot be compensated, not to be remunerated|irremunerabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||inremunerabilis, inremunerabilis||
->irremuneratus|inremuneratus
LS|inremuneratus|inrĕmūnĕrātus|a, um||adj.|unrewarded, unremunerated|irremuneratus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrepercussus|inrepercussus
LS|inrepercussus|inrĕpercussus|a, um||adj.|not retorted, not refuted|irrepercussus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrepletus|inrepletus
LS|inrepletus|inrĕplētus|a, um||adj.|not filled|irrepletus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irreposcibilis|inreposcibilis
LS|inreposcibilis|inrĕposcĭbĭlis|e||adj.|that cannot be demanded back|irreposcibilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irreprehensibilis|inreprehensibilis
LS|inreprehensibilis|inrĕprĕhensĭbĭlis|e||adj.|unblamable, irreprehensible, Adv.|irreprehensibilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||inreprehensibilis, inreprehensibilis||
->irreptio|inreptio
LS|inreptio|inreptĭo|ōnis|f.||a creeping in|irreptio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrepto|inrepto
LS|inrepto|inrepto|āre||v. n. and a.|to creep into, to, to creep, crawl upon|irrepto|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irreptor|inreptor
LS|inreptor|inreptor|ōris|m.||one who creeps in, upon, an encroacher|irreptor|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrequiebilis|inrequiebilis
LS|inrequiebilis|inrĕquĭēbĭlis|e||adj.|that cannot be stilled, restless|irrequiebilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrequies|inrequies
LS|inrequies|inrĕquĭes|ētis||adj.|restless, unresting, always in action, motion|irrequies|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrequisitus|inrequisitus
LS|inrequisitus|inrĕquīsītus|a, um||adj.|unsought for|irrequisitus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irresolubilis|inresolubilis
LS|inresolubilis|inrĕsŏlūbĭlis|e||adj.|indissoluble|irresolubilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrespirabilis|inrespirabilis
LS|inrespirabilis|inrespīrābĭlis|e||adj.|in which one cannot breathe|irrespirabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrestinctus|inrestinctus
LS|inrestinctus|inrestinctus|a, um||adj.|unextinguished|irrestinctus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irretractabilis|inretractabilis
LS|inretractabilis|inrĕtractābĭlis|e||adj.|irrevocable|irretractabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irreverens|inreverens
LS|inreverens|inrĕvĕrens|entis||adj.|that does not show due respect, veneration, disrespectful, irreverent|irreverens|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||inreverens, inreverentis||
->irrevocandus|inrevocandus
LS|inrevocandus|inrĕvŏcandus|a, um||adj.|not to be recalled, irrevocable|irrevocandus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irridenter|inridenter
LS|inridenter|inrīdenter|||adv.||irridenter|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrigator|inrigator
LS|inrigator|inrĭgātor|ōris|m.||a waterer|irrigator|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|inrisi
LS|
GG|inrisi|inrīsi||||parf. de irrideo|irrisi|inr-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrisibilis|inrisibilis
LS|inrisibilis|inrīsĭbĭlis|e||adj.|laughable, ridiculous|irrisibilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrisorius|inrisorius
LS|inrisorius|inrīsōrĭus|a, um||adj.|scornful, Adv.|irrisorius|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irritatrix|inritatrix
LS|inritatrix|inrītātrix|īcis|f.||she who incites|irritatrix|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrite|inrite
LS|inrite|inrĭtē|||adv.||irrite|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irroborasco|inroborasco
LS|inroborasco|inrōbŏrasco|āvi, 3||v. inch. n.|to acquire strength, take root, become confirmed|irroborasco|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|inrogatus
LS|
GG|inrogatus|inrŏgātus|a, um||part.|part. de irrogo|irrogatus|inr-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irroto|inroto
LS|inroto|inrŏto|āre||v. a.|to play, ducks and drakes|irroto|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrubesco|inrubesco
LS|inrubesco|inrŭbesco|bŭi, 3||v. inch. n.|to grow red, be reddened|irrubesco|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrufo|inrufo
LS|inrufo|inrūfo|āvi, ātum, 1||v. a.|to make red|irrufo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrugatio|inrugatio
LS|inrugatio|inrūgātĭo|ōnis|f.||a wrinkling|irrugatio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrugio|inrugio
LS|inrugio|inrŭgĭo|ĭi, 4||v. n.|to cry loudly|irrugio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->irrugo|inrugo
LS|inrugo|inrūgo|āre||v. a.|to wrinkle, make wrinkled.|irrugo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->occaecatio|obcaecatio
LS|obcaecatio|obcaecātĭo|ōnis|f.||a hiding, concealing|occaecatio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->occanto|obcanto
LS|obcanto|obcanto|āvi, ātum, 1||v. a.|to bewitch, charm|occanto|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->occedo|obcedo
LS|obcedo|obcēdo|essi, essum, 3||v. n.|to go towards, go to, go up to;|occedo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->occelo|obcelo
LS|obcelo|obcēlo|āre, 1||v. a.|to conceal|occelo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->occensus|obcensus
LS|obcensus|obcensus|a, um|||burnt, burnt up|occensus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->occlamito|obclamito
LS|obclamito|obclāmĭto|1||v. freq. a.|to cry out, cry aloud, bawl|occlamito|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->occlaudo|obclaudo
LS|obclaudo|obclaudo|ĕre||||occlaudo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|obclusus
LS|obclusus|obclūsus|a, um||P. a.|shut, closed up.&mdash;Comp., Sup.|occludo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->offarcinatus|obfarcinatus
LS|obfarcinatus|obfarcĭnātus|a, um|||stuffed, crammed full, loaded|offarcinatus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->offertor|obfertor
LS|obfertor|obfertor|ōris|m.||an offerer|offertor|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->offertorium|obfertorium
LS|obfertorium|obfertōrĭum|ii|n.||a place to which offerings were brought, an offertory|offertorium|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|obfixus
LS|
GG|obfixus|obfixus|a, um||part.|part. p. de offigo|offixus|ob-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->offulgeo|obfulgeo
LS|obfulgeo|obfulgĕo|si, 2||v. n.|to shine against, upon; to appear|offulgeo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->offuscatio|obfuscatio
LS|obfuscatio|obfuscātĭo|ōnis|f.||a darkening, obscuring;, a vilifying, degrading|offuscatio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->offusco|obfusco
LS|obfusco|obfusco|āre||v. a.|to darken, obscure;, to vilify, degrade|offusco|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW|||obfusco, obfuscavi|obfusco, obfuscatum
->oppallesco|obpallesco
LS|obpallesco|obpallesco|pallŭi, 3||v. inch. n.|to turn pale|oppallesco|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->oppallio|obpallio
LS|
GG|obpallio|obpallĭo|āre||tr.|tr., pallier|oppallio|obp-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->oppango|obpango
LS|obpango|obpango|pēgi, pactum, 3||v. a.|to fasten, fix on, to affix|oppango|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->oppecto|obpecto
LS|obpecto|obpecto|ĕre||v. a.|to comb off;, to pluck, pick off, to pick, to eat|oppecto|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->oppedo|obpedo
LS|obpedo|obpēdo|ĕre||v. n.|to break wind at, to deride, mock, insult;, dat.|oppedo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->oppessulatus|obpessulatus
LS|obpessulatus|obpessŭlātus|a, um|||bolted, barred|oppessulatus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|obpetitus
LS|obpetitus|obpĕtītus|a, um||||oppetitus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->oppexus|obpexus
LS|obpexus|obpexus|ūs|m.||a, sombing, dressing|oppexus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->oppico|obpico
LS|obpico|obpĭco|āre||v. a.|to smear over, seal up with pitch|oppico|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->oppignerator|obpignerator
LS|obpignerator|obpignĕrātor|ōris|m.||one who takes a pledge, who lends on a pledge|oppignerator|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->oppignero|obpignero
LS|obpignero|obpignĕro|āvi, ātum, 1||v. a.|to give as a pledge, to pledge, pawn|oppignero|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->oppilatio|obpilatio
LS|obpilatio|obpīlātĭo|ōnis|f.||a stopping up, obstructing|oppilatio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->opploro|obploro
LS|obploro|obplōro|āre||v. n.|to cry, wail at, against, in|opploro|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->oppositio|obpositio
LS|obpositio|obpŏsĭtĭo|ōnis|f.||an opposing, opposition|oppositio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->oppressio|obpressio
LS|obpressio|obpressĭo|ōnis|f.||A pressing down, force, violence|oppressio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->oppressiuncula|obpressiuncula
LS|obpressiuncula|obpressĭuncŭla|ae|f.||a slight pressing, gentle pressure|oppressiuncula|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->opprobramentum|obprobramentum
LS|obprobramentum|obprō̆brāmentum|i|n.||a reproach, disgrace|opprobramentum|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->opprobriosus|obprobriosus
LS|obprobriosus|obprō̆brĭōsus|a, um|||adj, opprobrious|opprobriosus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->opprobrium|obprobrium
LS|obprobrium|obprō̆brĭum||n.||a reproach, scandal, disgrace, dishonor, opprobrium|opprobrium|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|obprobrium|obprobrium, obprobr(i)i_ : n
WW||||
->oppugnatorius|obpugnatorius
LS|obpugnatorius|obpugnātōrĭus|a, um||adj.|of or belonging to a siege|oppugnatorius|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->opputo|obputo
LS|obputo|obpŭto|āre||v. a.|to prune|opputo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->oppuvio|obpuvio
LS|
GG|obpuvio|obpŭvĭo|āre|||frapper|oppuvio|obp-
GJ|
Ge|
FG|
